team_number,team_name,wins,losses,ties,goals_for,goals_against,red_cards,points,season,division,age_group,subdivision,gender
8142,Alliance FC 15 Sirens,2,6,0,9,18,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8144,KCL Academy White 2015,2,6,0,10,28,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8147,Sporting City 15G Blue-West,2,6,0,6,27,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8153,Jambars FC U11G Premier,7,0,1,43,5,0,22,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8158,SS Academy 2015G Select,7,1,0,36,5,0,21,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8159,Toca FC G2015 Championship,5,2,1,29,13,0,16,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8155,KC Athletics Rangers 15G,4,2,2,12,11,0,14,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8154,KC Athletics Gilda 15G,4,4,0,11,23,0,12,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8156,KS Rush Pre-Academy Blue 15G,3,2,3,14,9,0,12,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8152,FC Vardar 2015/16G,3,4,1,18,28,0,10,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8157,Northland KC Surf 2015G White,2,5,1,7,16,0,7,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
815A,Unified FC Pre-Academy 15G Furies,2,6,0,6,28,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8151,Captains SC 15/16 Blue,2,6,0,13,24,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8150,Alliance FC 15/16 Sirens,0,7,1,5,32,0,1,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 5,Girls
8160,F.C. Horizon 2015 Green,8,0,0,43,3,0,24,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8168,Sporting BV Granada 15,7,1,0,51,11,0,21,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8169,Sporting City 15G Indigo-North,6,2,0,21,9,0,18,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8164,KC Fusion 15G Navy,5,3,0,27,18,0,15,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8167,LS Legends Reign 2015,5,3,0,21,14,0,15,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8165,KC Legends Liverpool 2015G,4,4,0,13,23,0,12,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8162,KC Athletics Porto 15G,3,5,0,20,19,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8161,KC Athletics Bella 15G,3,5,0,17,26,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8166,KC Surf Blue 2015G,1,6,1,5,29,0,4,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
816A,Union KC Jr Premier G15 MO,0,6,2,8,28,0,2,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8163,KC Blaze Sting,0,7,1,4,50,0,1,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 6,Girls
8173,KC Blitz G15/16,6,1,1,24,9,0,19,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8176,Sporting BV Bilbao 15,5,1,2,16,8,0,17,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8175,SBV IP KC Dynasty,4,0,4,29,13,0,16,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8177,Sporting City 15G Indigo-East,4,2,2,15,10,0,14,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8174,KRSC Strikers,4,4,0,17,8,0,12,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8172,KC Athletics Man City 15G,2,3,3,12,8,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8179,Union KC Jr Elite G15 KS,2,4,2,13,13,0,8,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8178,Sporting City 15G Orange-North,2,6,0,7,23,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8171,Captains SC 15/16 White,0,8,0,2,43,0,0,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 7,Girls
8187,PSC 15/16G Purple,6,0,2,22,2,0,20,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8181,Captains SC 15/16 Gold,6,0,2,18,6,0,20,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8189,Swift Kickers,4,2,2,24,14,0,14,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8183,KC Fire FC 15G,3,3,2,24,25,0,11,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8182,Hypernova SC 2015 Legacy,3,4,1,19,21,0,10,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8186,OP Premier 2015/16G,3,5,0,11,17,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8188,Sporting BV Rayo 15,1,5,2,5,13,0,5,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8184,KC Legends Arsenal 2015G,0,7,1,7,32,0,1,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 8,Girls
8199,TISC 2015G Lions,7,0,1,24,5,0,22,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8190,BSSA Riptide 2015,7,1,0,31,3,0,21,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8195,SBV IP Panthers,6,1,1,31,7,0,19,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8191,De Soto Eudora FC U11,5,3,0,19,12,0,15,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8194,SBV IP Blue Jays,3,4,1,10,16,0,10,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8196,SBV IP Sporting ACS,3,4,1,12,22,0,10,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8193,PSC 15/16G Black,3,5,0,8,13,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8198,St Agnes FC,1,5,2,5,12,0,5,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8197,Sporting City 15G Orange-East,1,6,1,8,32,0,4,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8192,MSA Twisters,0,7,1,3,29,0,1,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 9,Girls
8211,KC Athletics Courage 14G,8,0,0,43,8,0,24,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8213,KC Surf Pre-ECNL 2014G,5,1,2,17,8,0,17,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8215,KCL Academy Red,5,2,1,25,8,0,16,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8216,Northland KC Surf 2014G Blue,4,1,3,17,14,0,15,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8212,KC Athletics Veloce 14G 9v9,4,3,1,26,14,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8214,KCL Academy Black 2014G,3,4,1,11,26,0,10,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8210,Kansas Rush Pre-GA 14G,3,5,0,12,21,0,9,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8217,Toca FC G2014 Premier,2,4,2,9,12,0,8,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8219,WUFC 14G Flash Academy,1,7,0,8,37,0,3,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8218,Unified FC Academy 15G,0,8,0,4,24,0,0,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 1,Girls
8223,KC Fusion 14G Gold,6,1,1,24,10,0,19,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8228,Sporting City 14G Pre GA-East,5,1,2,22,18,0,17,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8226,NE Roots 2014G I,4,4,0,22,15,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8227,SPORTING BV Roma 14,3,2,3,15,15,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8222,KC Athletics Tigres 14G,4,4,0,13,13,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8220,KCL Academy White 2014,2,2,4,14,10,0,10,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8221,KC Athletics Coraggio 14G,3,4,1,12,12,0,10,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8229,TSC 14G Select Blue,2,4,2,13,19,0,8,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8224,KC Surf Pre NPL 2014G,1,4,3,6,20,0,6,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8225,KS Rush Pre-Academy White 14G,1,5,2,9,18,0,5,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 2,Girls
8233,HAFC Elite 2015G,7,0,1,33,7,0,22,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8235,Sporting City 14 Pre GA-West,5,2,1,19,13,0,16,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8232,F.C. Horizon 2014 Green,5,3,0,27,15,0,15,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8231,Bk Academy FC 14/15G,3,2,3,17,20,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8236,SWMO Rush 2014G Elite Blue,3,2,3,16,12,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8237,Union KC Jr Elite G14 Navy,1,5,2,8,28,0,5,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8238,Union KC JR Elite G15,1,6,1,11,24,0,4,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8234,Kansas Rush Pre-Academy Blue 14G,0,5,3,12,24,0,3,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 3,Girls
8240,BSSA Cheetahs 2014,6,1,1,18,5,0,19,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8246,Sporting BV Inter 14,5,0,3,29,9,0,18,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8248,Unified FC Academy 14G,6,2,0,29,9,0,18,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8242,KC Athletics Dolce 14G,4,3,1,21,18,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8249,Union KC Jr Elite G14 Red,4,3,1,21,14,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8247,TSC 14G Select White,3,2,3,13,12,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8245,Manhattan Surf 14G,3,4,1,17,22,0,10,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8243,KC Athletics Toluca 14G,2,4,2,21,16,0,8,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8244,LSL Academy 2014,1,7,0,7,25,0,3,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8241,KC Athletics Current 14G,0,8,0,2,48,0,0,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 4,Girls
8256,Northland KC Surf 2014G White,8,0,0,27,4,0,24,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8257,SKV 14G Elite,7,1,0,31,13,0,21,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8254,KC Fusion 14G Navy,6,2,0,27,8,0,18,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8258,SPORTING BV Sampdoria 14,4,3,1,21,17,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8259,Sporting Springfield 14 Valencia,3,3,2,14,21,0,11,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8250,Captains SC 14/15 Blue,3,4,1,21,22,0,10,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8253,KC Athletics IP LS Cheetahs,3,4,1,17,18,0,10,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8252,KC Athletics Finn Harps 14G,1,5,2,12,30,0,5,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8251,FC Vardar 2014G,0,6,2,15,25,0,2,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8255,KC Surf Blue 2014G,0,7,1,9,36,0,1,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 5,Girls
8266,SJSC Rebels 14/15,6,0,2,33,11,0,20,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8263,KC Atletico 2014G,6,0,2,26,8,0,20,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8269,Toca FC G2014 Championship,6,1,1,23,11,0,19,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8260,Jambars FC 12G,5,2,1,25,13,0,16,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8267,Sporting City 14G Blue-East,5,3,0,13,13,0,15,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8268,Sporting City 14G Blue-North,3,0,5,21,13,0,14,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8261,Kansas Rush 14G,2,5,1,22,27,0,7,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8265,KCL Thorns 2014,2,6,0,16,24,0,6,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8264,KC Fire FC Ignite 14G,2,6,0,9,24,0,6,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
826A,Unified FC Pre-Academy 14G,1,7,0,10,31,0,3,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8262,KC Athletics Forza 14G,0,8,0,12,35,0,0,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 6,Girls
8271,HAFC Premier 2014G,7,1,0,27,8,0,21,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8276,OP Premier 2014G,7,1,0,31,9,0,21,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8272,Hypernova SC 2014 Legacy,5,1,2,20,3,0,17,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8278,SKV 2014G Navy,4,3,1,20,8,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8279,SS Academy 2014G Select,4,3,1,21,11,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8277,PSC 14/15G,4,3,1,15,11,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8270,Attack,4,4,0,15,12,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8275,LS Legends Pre-Academy 2014,1,7,0,4,40,0,3,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8274,KC Fusion 14G Red,0,6,2,1,23,0,2,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8273,KC Athletics Gotham 14G,0,7,1,2,31,0,1,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 7,Girls
8285,SBV IP Tigers,8,0,0,40,5,0,24,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8284,SBV IP Spirit KC 14,6,2,0,43,5,0,18,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8286,SLS 2014G Comets,6,2,0,33,7,0,18,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8282,Palmyra Storm,6,2,0,30,14,0,18,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8288,Union KC Jr Elite G14,4,4,0,15,19,0,12,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8289,KCL U de Chile,2,5,1,13,36,0,7,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8283,Pele Girls,1,6,1,13,30,0,4,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8287,Sporting BV AC Milan 14,1,6,1,10,47,0,4,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8281,KC Athletics Tongie Hotspur 14G,0,7,1,4,38,0,1,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 8,Girls
8294,KC Athletics IP Super Shooters,7,0,1,22,4,0,22,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8293,Emporia FC U12,6,1,1,26,5,0,19,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8290,Blitz KC Strikers,6,2,0,22,11,0,18,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8291,BSSA Guardians 2014,5,1,2,18,5,0,17,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8299,Sporting City 14G Indigo-East,3,1,4,17,10,0,13,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8296,LS United Mustangs,2,3,3,10,9,0,9,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8292,Captains SC 14/15 White,2,3,3,14,12,0,9,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8295,KC Blaze Fury,1,5,2,8,27,0,5,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
829A,Sporting City 14G Indigo-North,0,4,4,7,16,0,4,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8297,MSA Twisters,1,6,1,8,23,0,4,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8298,Sedalia Select Fusion,0,7,1,2,32,0,1,2025_fall,girls_prem,U12,U-12 Girls Premier Subdivision 9,Girls
8312,KC Athletics Courage 14G,7,0,0,32,1,0,21,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8316,SBV ECNL-RL 2013,4,3,1,15,15,0,13,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8314,KC Athletics Veloce 14G 11v11,3,2,2,17,15,0,11,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8318,Unified FC Academy 13G Galaxy,2,1,5,5,8,0,11,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8313,KC Athletics Select 13 NLMC McG,3,4,1,13,15,0,10,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8315,KCL Academy Black 2013,2,4,2,7,17,0,8,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8311,KC Athletics Acad Select 13 MADL,2,5,1,5,16,0,7,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8317,TSC 13G Select Blue,1,5,2,6,13,0,5,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 1,Girls
8323,Northland KC Surf 2014G Blue,8,0,0,28,3,0,24,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8322,KCL Academy White 2013,5,2,1,13,7,0,16,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8326,TISC Legends,5,2,1,23,10,0,16,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8324,Sporting City 13G Blue-East,4,3,1,19,14,0,13,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8321,KC Surf NPL 2013,3,4,1,11,19,0,10,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8325,Sporting City 13G Orange-North,3,5,0,8,12,0,9,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8328,Union KC Elite G13,1,7,0,2,15,0,3,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8327,Toca FC G2013 Premier,1,7,0,5,29,0,3,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 2,Girls
8335,SPORTING BV Torino 13,7,1,0,25,6,0,21,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 3,Girls
8331,BSSA Jaguars 2013,6,1,1,15,7,0,19,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 3,Girls
8332,KC Athletics Barcelona 13G,4,2,2,19,8,0,14,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 3,Girls
8333,KC Athletics Shamrock Rovers 13G,4,3,1,12,9,0,13,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 3,Girls
8334,Legends Lees Summit Academy 13G,3,4,1,16,14,0,10,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 3,Girls
8336,TISC Bravo 13/14G,1,7,0,2,26,0,3,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 3,Girls
8337,Union KC Premier G13 MO,0,7,1,0,19,0,1,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 3,Girls
8347,Sporting Springfield 13 Paris FC,4,1,3,16,7,0,15,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8345,SKV 13/14G Elite MHK,4,1,3,12,4,0,15,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8343,KC Courage,4,1,3,6,3,0,15,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8346,Sporting City 13G Blue-North,3,0,5,14,4,0,14,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8344,KCL Manchester City 2013,4,2,2,11,8,0,14,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8342,KC Athletics Volare 13G,1,4,3,4,8,0,6,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8341,Kansas Rush Nero 13G,1,6,1,2,16,0,4,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8348,Union KC Premier G13,1,7,0,2,17,0,3,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 4,Girls
8356,Sedalia Select PSG,7,0,1,29,3,0,22,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8358,SPORTING BV Napoli 13,5,2,1,13,5,0,16,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8357,SLS Cheetahs,4,1,3,19,2,0,15,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8353,Legends Lees Summit Pre Academy,4,3,1,8,6,0,13,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8354,PSC 13/14G Bulldogs,4,3,1,16,19,0,13,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8359,Sporting City 13G Indigo-East,3,3,2,11,7,0,11,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8351,KC Athletics Leeds United 13G,2,4,2,15,19,0,8,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8352,KC Surf Blue 2013G,2,4,2,8,18,0,8,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8355,SBV IP Stingers,2,5,1,4,13,0,7,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8350,Athena 2013 Gold,0,8,0,1,32,0,0,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 5,Girls
8365,OP Premier 2013/14G,7,0,1,49,2,0,22,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8369,Sporting Kaw Valley 2013G Navy,7,0,1,48,2,0,22,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8363,KCL Kingdom 2013,5,1,2,23,7,0,17,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8368,Sporting City 13G Indigo-North,4,3,1,12,14,0,13,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8367,SLS Current,3,2,3,9,13,0,12,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8362,KC Fire FC 13G,3,4,1,12,15,0,10,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8361,BSC Rainbow Dashers,3,5,0,15,27,0,9,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8364,Lancers FC 2013G,1,5,2,3,31,0,5,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8366,SBV IP United KC,1,7,0,8,47,0,3,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8360,Ba-Nay-Nays,0,7,1,4,25,0,1,2025_fall,girls_prem,U13,U-13 Girls Premier Subdivision 6,Girls
8417,WUFC 12G Blaze Academy,7,1,0,27,3,0,21,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 1,Girls
8415,Topeka Mambas,6,2,0,25,10,0,18,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 1,Girls
8416,Unified FC Premier 12G - Katz,3,3,2,16,8,0,11,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 1,Girls
8414,SPORTING BV Boca 12,3,4,1,8,15,0,10,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 1,Girls
8413,Northland KC Surf 2012G,3,5,0,7,14,0,9,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 1,Girls
8411,Kansas Rush GA Aspire 12G,1,3,4,8,15,0,7,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 1,Girls
8412,KCL Academy Red 13G,1,6,1,3,29,0,4,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 1,Girls
8424,KC Athletics Acad Select 12 MADL,6,2,0,22,10,0,18,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 2,Girls
8423,HAFC Elite 2012G,5,2,1,13,5,0,16,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 2,Girls
8425,Sporting BV San Lorenzo 12,4,1,3,11,5,0,15,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 2,Girls
8422,BSSA Soul Crushers 2012,4,2,2,13,3,0,14,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 2,Girls
8426,Unified FC Academy 12G Pumas,2,6,0,8,13,0,6,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 2,Girls
8421,2012 Sporting Wichita Academy,0,8,0,3,34,0,0,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 2,Girls
8431,Kansas Rush GA 13G,8,0,0,31,0,0,24,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 3,Girls
8437,SS Academy 2012G Select,6,1,1,14,2,0,19,2025_fall,girls_prem,U14,U-14 Girls Premier Subdivision 3,Girls
