team_number,team_name,wins,losses,ties,goals_for,goals_against,red_cards,points,season,division,age_group,subdivision,gender
7497,Sporting City 12B Orange-North,2,5,1,10,20,0,7,2025_fall,boys_prem,U14,U-14 Boys Premier Subdivision 9,Boys
7491,KC Athletics Santos 12B,1,5,2,13,41,0,5,2025_fall,boys_prem,U14,U-14 Boys Premier Subdivision 9,Boys
7498,Union KC Premier B12/13 KS Navy,1,7,0,6,42,0,3,2025_fall,boys_prem,U14,U-14 Boys Premier Subdivision 9,Boys
7518,Union KC Elite B11 Hybrid Navy,7,1,0,23,8,0,21,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7515,Sporting Springfield 11 AC Milan,6,1,1,17,7,0,19,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7517,Toca FC B2012 Elite,5,2,1,20,10,0,16,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7516,Toca FC B2011 Super 8 Elite,3,2,3,20,14,0,12,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7511,2011 Bentonville FC Prodigy,3,5,0,8,22,0,9,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7512,KC Legends Maestros 2012,2,5,1,12,20,0,7,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7514,OP Academy Hybrid 2011B,1,6,1,9,18,0,4,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7513,KCL 2011 Pre-Academy White,1,6,1,13,23,0,4,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 1,Boys
7524,Sporting Blue Valley Wales,7,0,1,37,6,0,22,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 2,Boys
7525,Unified FC Academy 12B Attack,6,1,1,29,9,0,19,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 2,Boys
7522,OP Panthers 2011 Academy,3,5,0,11,23,0,9,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 2,Boys
7523,Sporting Arkansas 2011B Atletico,2,6,0,8,22,0,6,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 2,Boys
7521,KC Surf Hybrid 2011B,1,7,0,11,36,0,3,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 2,Boys
7532,KC Athletics Hybrid 11B,8,0,0,32,2,0,24,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7533,KCL 2011 Pre-Academy Red,6,1,1,24,12,0,19,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7537,Union KC Elite B11 Hybrid Red,5,3,0,24,11,0,15,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7536,TSC 11B Select Blue,4,4,0,21,11,0,12,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7535,Toca FC B2011 Super 8 Premier,3,3,2,20,15,0,11,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7531,BSSA Thundercats 2011,3,4,1,20,8,0,10,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7534,Sporting City 11B Blue-North,0,7,1,6,46,0,1,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7538,Alliance FC '12 Pre-Academy,0,7,1,5,47,0,1,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 3,Boys
7542,KC Fusion 11B Hybrid,7,0,1,35,7,0,22,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
7544,KCL 2011 Pre-Academy Black,6,1,1,25,9,0,19,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
7548,Sporting Blue Valley Cardiff,3,2,3,19,13,0,12,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
7543,KC Surf LS Blue 2011B,3,4,1,16,14,0,10,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
7541,Club Javier Hawks 2011,2,3,3,14,18,0,9,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
7545,NEU Kicks,2,4,2,12,17,0,8,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
7546,OP Pre Academy 2011 Non-Hs,1,4,3,11,26,0,6,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
7547,Rowdies 2011,1,7,0,7,35,0,3,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 4,Boys
755A,Union KC Elite B11 Hybrid White,8,0,0,36,9,0,24,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7559,NEU Pele's 2011,5,1,2,21,10,0,17,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7557,KCMO Rush 2011B Nero,5,1,2,17,9,0,17,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7551,BSSA Lightning 2011,4,4,0,23,13,0,12,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7555,Jambars FC U15B Premier,4,4,0,15,12,0,12,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7552,Emporia Academy B11/12,4,4,0,16,21,0,12,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7550,Belinder FC 11/12,2,3,3,14,15,0,9,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7554,Jabali FC Arsenal 11,2,4,2,17,23,0,8,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7556,KCL Toluca 2011,2,5,1,12,23,0,7,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7553,Harrisonville SC,1,6,1,13,29,0,4,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7558,Manhattan Surf 11B,1,6,1,5,25,0,4,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 5,Boys
7567,Sporting Kaw Valley 12B Elite,8,0,0,61,4,0,24,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7566,SKV 11B Navy,7,0,1,41,2,0,22,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7561,De Soto Eudora FC U15,6,2,0,33,16,0,18,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7565,PSC 2011/12/13B,5,2,1,22,9,0,16,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7568,SS Academy 2011B Select,5,3,0,38,14,0,15,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
756A,TSC 11B Select White,5,3,0,30,19,0,15,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7560,Emporia FC U15,3,5,0,24,33,0,9,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7563,OP Boomers IP 2011B,2,6,0,15,36,0,6,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7564,Palmyra Cyclones U15,1,7,0,11,36,0,3,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7562,KCL Barcelona 2011,1,7,0,7,50,0,3,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
7569,The Knights,0,8,0,3,66,0,0,2025_fall,boys_prem,U15,U-15 Boys Premier Subdivision 6,Boys
8915,SPORTING BV Benifca 17,8,0,0,38,6,0,24,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 1,Girls
8917,Sporting City 17G Blue-North,6,1,1,24,10,0,19,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 1,Girls
8916,Sporting BV Porto 17,3,3,2,21,15,0,11,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 1,Girls
8913,KC Legends Academy Red 2017G,2,3,3,18,24,0,9,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 1,Girls
8911,KC Athletics Argentina 17G,3,5,0,15,19,0,9,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 1,Girls
8912,KC Fusion 17G Gold,2,6,0,8,37,0,6,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 1,Girls
8914,KC Surf Academy Blue 2017G,1,7,0,12,25,0,3,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 1,Girls
8928,Unified FC Academy 17G,7,0,1,31,3,0,22,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8920,2017 LSL Red Stars Academy,6,2,0,21,7,0,18,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8923,Northland KC Surf 2017G,6,2,0,24,6,0,18,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8927,TSC 17G Select Blue,5,2,1,17,7,0,16,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8926,Toca FC G2017 Premier,4,4,0,12,12,0,12,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8929,Union KC Jr Elite G17,4,4,0,16,18,0,12,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8922,KCL Fierce White,3,5,0,16,19,0,9,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8924,Sporting BV Braga 17,2,6,0,9,18,0,6,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8921,Alliance FC 17/18 Lindsey,1,7,0,5,42,0,3,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8925,SPORTING BV Wales 18,1,7,0,7,26,0,3,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 2,Girls
8931,BSSA Panthers 2017,7,0,1,52,6,0,22,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8934,KC Athletics Tenace 17G,7,0,1,38,19,0,22,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8937,KCL 2017 Academy Black,6,2,0,36,10,0,18,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8936,KCL North Fierce Red 2017,6,2,0,28,12,0,18,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8930,2017 LSL Black Stars Pre Academy,3,4,1,16,25,0,10,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8935,KC Fusion 17G Navy,3,5,0,15,18,0,9,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8938,SPORTING BV Scotland 18,2,5,1,5,28,0,7,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8939,Unified FC Pre-Academy 17/18G,2,5,1,6,19,0,7,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8932,Captains SC 17/18 Blue,0,5,3,10,30,0,3,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8933,Captains SC 17/18 White,0,8,0,5,44,0,0,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 3,Girls
8946,LS Legends Red Stars 2018,7,1,0,39,8,0,21,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8949,Union KC Jr Elite G17 KS,6,1,1,34,7,0,19,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8945,KCL Jr. Academy Red 2018,5,3,0,37,14,0,15,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8948,SS Academy 2017G Pre Select,5,3,0,32,19,0,15,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8944,KCL Bolt 2017/2018,3,3,2,29,21,0,11,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8947,Sporting City 17G Indigo-North,3,3,2,23,18,0,11,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8943,KC Surf Academy White 2017G,3,4,1,40,42,0,10,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8941,De Soto Eudora FC U9,1,7,0,7,44,0,3,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8942,KC Legend Maestros,0,8,0,2,70,0,0,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 4,Girls
8958,TISC Galaxy,8,0,0,44,4,0,24,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8956,SJSC Premier Fire,7,1,0,37,9,0,21,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8953,KCL Jr Academy White 2018,5,3,0,20,22,0,15,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8951,BSSA Fire 2017,5,3,0,16,22,0,15,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8952,KC Athletics Wolverhampton 18G,4,3,1,18,17,0,13,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8950,Athena 2017 Gold,3,4,1,26,22,0,10,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8954,LUSC 2017- Thunder,3,5,0,22,28,0,9,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8957,Sporting City 18G Blue-North,2,6,0,14,24,0,6,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8955,OP Premier 2017/2018G,2,6,0,16,33,0,6,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8959,Unified FC Pre-Academy 18G,0,8,0,13,45,0,0,2025_fall,girls_prem,U9,U-9 Girls Premier Subdivision 5,Girls
8016,Northland KC Surf 2016G Blue,7,1,0,38,17,0,21,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 1,Girls
8015,LSL Academy Elite 2016,6,1,1,34,15,0,19,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 1,Girls
8014,KCL Academy Red 2016,5,2,1,14,10,0,16,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 1,Girls
8012,Kansas Rush Academy 16G,2,4,2,15,22,0,8,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 1,Girls
8017,Sporting City 16G Blue-North,2,5,1,12,16,0,7,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 1,Girls
8013,KC Athletics Newcastle 16G,2,5,1,14,22,0,7,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 1,Girls
8011,Athena 2016 Gold,1,7,0,8,33,0,3,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 1,Girls
8021,BSSA Stars 2016,7,0,1,19,5,0,22,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 2,Girls
8026,Union KC Jr Elite G16,5,3,0,20,22,0,15,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 2,Girls
8023,KC Fusion 16G Gold,4,4,0,16,16,0,12,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 2,Girls
8022,KC Athletics Nucleo 16G,3,4,1,21,14,0,10,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 2,Girls
8025,TSC 2016G Select Blue,3,4,1,10,16,0,10,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 2,Girls
8024,SPORTING BV Mallorca 16,2,5,1,15,21,0,7,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 2,Girls
8027,Union KC Jr Elite G16 KS,1,5,2,12,19,0,5,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 2,Girls
8037,SS Academy 2016G Pre Select,8,0,0,43,12,0,24,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8039,Toca FC G2016 Premier,5,1,2,21,11,0,17,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8034,LSL Academy Red 2016,4,2,2,21,15,0,14,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8035,SPORTING BV Celta Vigo 16,4,4,0,8,13,0,12,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8036,Sporting BV Sevilla 16,3,2,3,19,13,0,12,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8032,KC Surf Academy 2016G,2,4,2,7,13,0,8,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8038,TISC Lady Jaguars,1,3,4,13,18,0,7,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8033,KCL Academy Black 2016,1,6,1,14,27,0,4,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8031,Kansas Rush 2016 Pre-academy,1,7,0,10,34,0,3,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 3,Girls
8042,Captains SC 16/17 White,7,1,0,23,12,0,21,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8047,Northland KC Surf 2016G White,7,1,0,37,9,0,21,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8045,KC Fusion 16G Navy,6,2,0,33,28,0,18,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8043,KC Athletics Azzuri 16G,5,3,0,25,18,0,15,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8048,Sporting City 16G Indigo-North,4,4,0,27,17,0,12,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8044,KC Athletics Tottenham 16G,4,4,0,29,23,0,12,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8046,LS Legends Pre-Academy 2016,3,5,0,11,29,0,9,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8040,Captains SC 16/17 Blue,2,6,0,20,32,0,6,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8049,Union KC Jr Elite G16 MO,1,7,0,10,24,0,3,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8041,Captains SC 16/17 Gold,1,7,0,15,38,0,3,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 4,Girls
8054,Sedalia Select Arsenal,8,0,0,33,2,0,24,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8057,TISC Blast,7,1,0,48,7,0,21,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8059,TSC 16G Select White,5,2,1,26,10,0,16,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8058,Toca FC G2016 Championship,4,3,1,13,12,0,13,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8052,KC Athletics Carina 16G,4,3,1,19,25,0,13,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8050,Kansas Rush Academy 16/17 Blue,3,4,1,14,28,0,10,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8056,Sporting City 16G Blue-East,2,6,0,9,35,0,6,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8055,SPORTING BV Espanyol 16,1,5,2,11,18,0,5,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8051,Kansas Rush Academy 16/17 White,1,5,2,12,22,0,5,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8053,KC Fusion 16G Red,1,7,0,7,33,0,3,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 5,Girls
8067,SPORTING BV Atletico 16,6,1,1,22,6,0,19,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8062,FC Vardar 2016/17G,6,2,0,27,9,0,18,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8065,KC Surf Blue 2016G,5,2,1,22,14,0,16,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8063,Kansas Rush 2016/17 Nero,5,3,0,15,14,0,15,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8068,Sporting City 16G Blue-West,3,4,1,11,16,0,10,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8061,Captains SC 16/17 Black,2,4,2,13,19,0,8,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8066,LXFC 16/17,2,5,1,13,20,0,7,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8064,KC Athletics Malaga 16G,0,8,0,5,30,0,0,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 6,Girls
8075,SBV IP KC Courage,8,0,0,46,9,0,24,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8071,De Soto Eudora FC U10,6,2,0,37,16,0,18,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8078,Sporting City 16G Orange-North,5,2,1,28,13,0,16,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8079,Toca FC G2016 Academy Orange,4,3,1,17,14,0,13,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8073,KCL Pre Academy,3,3,2,30,20,0,11,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8077,SPORTING BV Boavista 16/17,3,3,2,19,20,0,11,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8076,Sedalia Select Sparks,2,5,1,12,34,0,7,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8074,LXFC Select,1,6,1,9,34,0,4,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8072,KC Surf IP Defenders FC 2016G,0,8,0,8,46,0,0,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 7,Girls
8089,SKV 16G Elite,8,0,0,44,4,0,24,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8088,SJSC Premier 2016 Vibe,7,1,0,40,5,0,21,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8081,BSSA Galaxy 2016,5,2,1,43,11,0,16,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8080,Bobcat FC U10G,4,3,1,20,19,0,13,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8087,PSC 16/17G,4,3,1,29,18,0,13,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8082,Jambars FC U10G Juniors,3,4,1,14,29,0,10,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8083,KC Blaze Freedom,2,5,1,14,26,0,7,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8084,KCL Storm 2016,2,6,0,17,40,0,6,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8085,Manhattan Surf 16/17G,1,6,1,9,47,0,4,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8086,MSA Twisters,1,7,0,17,48,0,3,2025_fall,girls_prem,U10,U-10 Girls Premier Subdivision 8,Girls
8114,KC Athletics Red Stars 15G,7,0,1,40,5,0,22,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8113,Kansas Rush Academy White 15,6,1,1,26,10,0,19,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8117,SBV Pre-ECNL 2015,6,2,0,26,13,0,18,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8115,KCL Academy Red 2015G,4,2,2,24,15,0,14,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8112,Alliance FC 15 Academy,1,1,6,12,13,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8116,LS Legends Rising 2015,2,3,3,10,18,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8110,FC Wichita 15,2,4,2,8,17,0,8,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8119,Union KC Jr Elite G15 Navy,2,5,1,10,17,0,7,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8111,Sporting Wichita 2015 Academy,1,6,1,5,28,0,4,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8118,Sporting AR 2015G Sydney FC,0,7,1,6,31,0,1,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 1,Girls
8122,Kansas Rush Academy Blue 15G,7,0,1,34,6,0,22,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8124,KC Athletics Speciale 15G,7,0,1,30,6,0,22,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8126,KC Surf Pre-NPL 2015G,6,2,0,14,7,0,18,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8123,KC Athletics Gunners 15G,4,3,1,24,27,0,13,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8128,SPORTING BV Valencia 15,2,4,2,13,21,0,8,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8125,KC Fusion 15G Gold,2,5,1,12,18,0,7,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8127,KCL Academy Black 2015,2,6,0,6,20,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8129,TSC 15G Blue,2,6,0,10,18,0,6,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8121,BSSA Strikers 2015,1,7,0,6,26,0,3,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 2,Girls
8130,HAFC Premier 2015G,7,0,1,28,9,0,22,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8134,Northland KC Surf 2015G Blue,6,1,1,21,8,0,19,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8139,Unified FC Pre-Academy 15G Flyers,6,2,0,20,6,0,18,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8133,Legends MoKan Girls 2016,4,3,1,19,11,0,13,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8132,KC Storm Lightning G15/16,3,2,3,16,12,0,12,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
813A,Union KC Jr Premier G15 KS,3,2,3,7,7,0,12,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8131,KC Athletics Burnley 15G,3,4,1,13,18,0,10,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8137,Sporting City 15G Blue-North,2,3,3,11,14,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8135,SKV 2015G Elite MHK,1,6,1,9,22,0,4,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8136,Sporting City 15G Blue-East,1,7,0,10,31,0,3,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8138,TOCA FC G2015 Premier,0,6,2,4,20,0,2,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 3,Girls
8141,15G SKV Elite,6,1,1,20,6,0,19,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8145,SJSC Premier Blaze,5,1,2,29,7,0,17,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8149,Union KC Jr Elite G15 MO,5,1,2,12,7,0,17,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8148,TSC 15G White,4,3,1,28,18,0,13,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8146,Sporting BV Villareal 15,3,3,2,14,10,0,11,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
8143,KC Athletics IP KS Cheetahs,3,5,0,12,19,0,9,2025_fall,girls_prem,U11,U-11 Girls Premier Subdivision 4,Girls
